cinquante,7
_GO,1
treize,24
cents,5
_EOS,2
quarante,16
onze,15
et,11
huit,12
six,22
cent,4
_PAD,0
quinze,19
trente,25
mille,13
douze,10
cinq,6
deux,8
soixante,23
neuf,14
vingts,29
_UNK,3
quatre,18
quatorze,17
trois,26
seize,20
vingt,28
un,27
dix,9
sept,21
